window_start,market,tweet_count,unique_authors,engagement_total,bullish_count,bearish_count,neutral_count,composite_signal,ci95_lower,ci95_upper,confidence,manipulation_risk_mean
2026-08-03T22:45:00+00:00,nifty50,5,5,1416,2,2,1,0.276387,-0.259632,0.812405,0.499046,0.0
2026-08-03T22:45:00+00:00,sensex,9,9,3184,4,1,4,0.253329,-0.169323,0.675981,0.56672,0.111111
2026-08-03T23:00:00+00:00,banknifty,2,2,500,0,1,1,-0.500455,-1.0,0.192509,0.433907,0.0
2026-08-03T23:00:00+00:00,intraday,7,7,2392,3,0,4,0.421204,0.055427,0.786981,0.555595,0.0
2026-08-03T23:00:00+00:00,nifty50,10,10,3152,4,3,3,0.295846,-0.067241,0.658933,0.589883,0.0
2026-08-03T23:00:00+00:00,sensex,7,7,2107,1,4,2,-0.420662,-0.962429,0.121104,0.520397,0.0
2026-08-03T23:15:00+00:00,banknifty,3,3,1069,1,1,1,-3.1e-05,-0.922451,0.922389,0.399266,0.0
2026-08-03T23:15:00+00:00,intraday,5,5,1459,1,0,4,0.280226,-0.113436,0.673887,0.527518,0.4
2026-08-03T23:15:00+00:00,nifty50,10,10,3028,4,5,1,0.232744,-0.159975,0.625463,0.583956,0.0
2026-08-03T23:15:00+00:00,sensex,8,8,2195,5,1,2,0.415404,-0.081368,0.912176,0.540646,0.125
2026-08-03T23:30:00+00:00,banknifty,9,9,1964,2,4,3,-0.207533,-0.720842,0.305777,0.548588,0.0
2026-08-03T23:30:00+00:00,intraday,11,11,3629,3,0,8,0.311892,0.038119,0.585664,0.618995,0.181818
2026-08-03T23:30:00+00:00,nifty50,4,4,882,1,1,2,0.178896,-0.311675,0.669467,0.496886,0.0
2026-08-03T23:30:00+00:00,sensex,3,3,680,3,0,0,1.0,1.0,1.0,0.58375,0.0
2026-08-03T23:45:00+00:00,banknifty,8,8,2355,5,1,2,0.49644,0.005643,0.987237,0.541841,0.0
2026-08-03T23:45:00+00:00,intraday,8,8,2256,4,0,4,0.511238,0.164844,0.857633,0.570721,0.0
2026-08-03T23:45:00+00:00,nifty50,8,8,2645,2,5,1,0.044205,-0.347471,0.435881,0.561665,0.0
2026-08-03T23:45:00+00:00,sensex,5,5,1792,2,1,2,0.197143,-0.464987,0.859272,0.473824,0.0
2026-08-04T00:00:00+00:00,banknifty,4,4,875,1,0,3,0.252301,-0.173345,0.677948,0.509871,0.0
2026-08-04T00:00:00+00:00,intraday,8,8,2982,1,0,7,0.14442,-0.099168,0.388007,0.591283,0.25
2026-08-04T00:00:00+00:00,nifty50,4,4,1633,2,2,0,0.345431,-0.307795,0.998657,0.464355,0.0
2026-08-04T00:00:00+00:00,sensex,8,8,1695,4,1,3,0.377632,-0.107858,0.863122,0.542902,0.0
2026-08-04T00:15:00+00:00,banknifty,9,9,2406,6,3,0,0.32563,-0.292095,0.943355,0.527705,0.0
2026-08-04T00:15:00+00:00,intraday,6,6,1335,1,0,5,0.191805,-0.123237,0.506846,0.554492,0.166667
2026-08-04T00:15:00+00:00,nifty50,1,1,186,0,0,1,0.0,0.0,0.0,0.56125,0.0
2026-08-04T00:15:00+00:00,sensex,4,4,1262,3,1,0,0.493308,-0.35915,1.0,0.424508,0.0
2026-08-04T00:30:00+00:00,banknifty,3,3,911,1,1,1,-0.001449,-0.932269,0.929372,0.397586,0.0
2026-08-04T00:30:00+00:00,intraday,6,6,1446,1,0,5,0.170864,-0.130311,0.472038,0.557265,0.0
2026-08-04T00:30:00+00:00,nifty50,8,8,2901,4,3,1,0.378176,-0.060363,0.816715,0.552292,0.0
2026-08-04T00:30:00+00:00,sensex,4,4,1283,3,1,0,0.482269,-0.376234,1.0,0.423299,0.0
2026-08-04T00:45:00+00:00,banknifty,6,6,2339,2,3,1,-0.163274,-0.881918,0.555369,0.473771,0.0
2026-08-04T00:45:00+00:00,intraday,4,4,1737,1,0,3,0.298846,-0.149751,0.747443,0.505281,0.25
2026-08-04T00:45:00+00:00,nifty50,1,1,368,1,0,0,1.0,1.0,1.0,0.56125,0.0
2026-08-04T00:45:00+00:00,sensex,3,3,744,0,0,3,0.0,0.0,0.0,0.58375,0.0
2026-08-04T01:00:00+00:00,banknifty,5,5,1453,4,1,0,0.599322,-0.102354,1.0,0.465915,0.0
2026-08-04T01:00:00+00:00,intraday,5,5,1623,1,0,4,0.199795,-0.150686,0.550275,0.536154,0.0
2026-08-04T01:00:00+00:00,nifty50,6,6,2135,3,2,1,0.388096,-0.109671,0.885863,0.517947,0.0
2026-08-04T01:00:00+00:00,sensex,2,2,562,0,1,1,-0.49415,-1.0,0.198767,0.433917,0.0
2026-08-04T01:15:00+00:00,banknifty,7,7,2223,3,1,3,0.280809,-0.236661,0.798278,0.525256,0.0
2026-08-04T01:15:00+00:00,intraday,7,7,2595,2,0,5,0.289474,-0.046497,0.625445,0.561556,0.0
2026-08-04T01:15:00+00:00,nifty50,2,2,241,1,1,0,0.329355,-0.594581,1.0,0.387713,0.0
2026-08-04T01:15:00+00:00,sensex,7,7,2293,3,2,2,0.025135,-0.564725,0.614994,0.510778,0.142857
2026-08-04T01:30:00+00:00,banknifty,5,5,1722,2,3,0,-0.219088,-1.0,0.636156,0.435201,0.0
2026-08-04T01:30:00+00:00,intraday,4,4,731,3,0,1,0.892617,0.589209,1.0,0.534318,0.25
2026-08-04T01:30:00+00:00,nifty50,8,8,2187,4,4,0,0.33224,-0.129736,0.794216,0.547605,0.0
2026-08-04T01:30:00+00:00,sensex,8,8,2794,3,2,3,0.016972,-0.499111,0.533054,0.536784,0.125
2026-08-04T01:45:00+00:00,banknifty,4,4,1026,0,2,2,-0.515726,-1.0,-0.025969,0.497048,0.0
2026-08-04T01:45:00+00:00,intraday,9,9,2554,2,0,7,0.24055,-0.038696,0.519796,0.595401,0.111111
2026-08-04T01:45:00+00:00,nifty50,3,3,968,1,0,2,0.32097,-0.20732,0.84926,0.478092,0.0
2026-08-04T01:45:00+00:00,sensex,7,7,2259,1,2,4,-0.147769,-0.619373,0.323835,0.534429,0.0
2026-08-04T02:00:00+00:00,banknifty,8,8,3150,4,3,1,0.127349,-0.514839,0.769536,0.511562,0.0
2026-08-04T02:00:00+00:00,intraday,5,5,1391,3,0,2,0.591067,0.160128,1.0,0.520062,0.0
2026-08-04T02:00:00+00:00,nifty50,9,9,2503,3,4,2,0.178527,-0.204921,0.561974,0.57456,0.0
2026-08-04T02:00:00+00:00,sensex,4,4,786,2,0,2,0.325291,-0.106494,0.757076,0.508643,0.25
2026-08-04T02:15:00+00:00,banknifty,4,4,752,1,2,1,-0.242149,-1.0,0.571505,0.432269,0.0
2026-08-04T02:15:00+00:00,intraday,9,9,3230,3,0,6,0.355495,0.042768,0.668221,0.588705,0.111111
2026-08-04T02:15:00+00:00,nifty50,8,8,2917,3,4,1,0.215651,-0.216496,0.647797,0.553571,0.0
2026-08-04T02:15:00+00:00,sensex,9,9,2585,4,4,1,0.007907,-0.608791,0.624604,0.527911,0.0
2026-08-04T02:30:00+00:00,banknifty,7,7,2116,2,2,3,-0.003346,-0.567668,0.560977,0.515886,0.0
2026-08-04T02:30:00+00:00,intraday,7,7,2691,1,0,6,0.200151,-0.096257,0.496559,0.569468,0.428571
2026-08-04T02:30:00+00:00,nifty50,11,10,4334,4,4,3,0.241405,-0.105905,0.588715,0.57247,0.0
2026-08-04T02:30:00+00:00,sensex,10,10,2922,3,6,1,-0.307265,-0.863272,0.248743,0.551299,0.0
2026-08-04T02:45:00+00:00,banknifty,4,4,1095,1,1,2,0.012148,-0.678095,0.702391,0.456951,0.0
2026-08-04T02:45:00+00:00,intraday,8,7,1955,4,0,4,0.505132,0.158668,0.851596,0.526957,0.0
2026-08-04T02:45:00+00:00,nifty50,4,4,1475,0,3,1,-0.250688,-0.391747,-0.109629,0.566788,0.0
2026-08-04T02:45:00+00:00,sensex,6,6,1928,3,3,0,-0.0135,-0.813594,0.786593,0.457481,0.0
2026-08-04T03:00:00+00:00,banknifty,13,12,4833,6,3,4,0.236814,-0.195377,0.669005,0.582889,0.0
2026-08-04T03:00:00+00:00,intraday,7,7,1519,4,0,3,0.57739,0.211449,0.943332,0.555562,0.0
2026-08-04T03:00:00+00:00,nifty50,8,8,2498,1,0,7,0.126972,-0.103745,0.357689,0.593857,0.0
2026-08-04T03:00:00+00:00,sensex,10,10,3277,3,2,5,0.096854,-0.336498,0.530207,0.57583,0.0
2026-08-04T03:15:00+00:00,banknifty,4,4,1452,4,0,0,1.0,1.0,1.0,0.595,0.0
2026-08-04T03:15:00+00:00,intraday,7,7,1965,3,0,4,0.434341,0.067143,0.801538,0.55531,0.0
2026-08-04T03:15:00+00:00,nifty50,6,6,2027,4,1,1,0.613159,0.167008,1.0,0.52827,0.0
2026-08-04T03:15:00+00:00,sensex,11,11,3112,5,4,2,0.004575,-0.515847,0.524997,0.569666,0.090909
2026-08-04T03:30:00+00:00,banknifty,1,1,371,0,1,0,-1.0,-1.0,-1.0,0.56125,0.0
2026-08-04T03:30:00+00:00,intraday,8,8,2836,4,0,4,0.502902,0.156425,0.849378,0.570705,0.0
2026-08-04T03:30:00+00:00,nifty50,9,9,3530,5,1,3,0.513667,0.155815,0.871519,0.57968,0.0
2026-08-04T03:30:00+00:00,sensex,9,9,3034,5,4,0,0.009426,-0.631807,0.650659,0.523003,0.111111
2026-08-04T03:45:00+00:00,banknifty,8,8,2261,2,5,1,-0.368085,-0.963154,0.226985,0.520986,0.0
2026-08-04T03:45:00+00:00,intraday,5,5,2032,0,0,5,0.0,0.0,0.0,0.60625,0.0
2026-08-04T03:45:00+00:00,nifty50,13,13,4161,5,4,4,0.274502,-0.041447,0.590451,0.63306,0.0
2026-08-04T03:45:00+00:00,sensex,9,9,1758,3,2,4,0.101642,-0.381486,0.58477,0.554624,0.0
2026-08-04T04:00:00+00:00,banknifty,10,10,3153,2,5,3,-0.296905,-0.781026,0.187217,0.565676,0.0
2026-08-04T04:00:00+00:00,intraday,7,7,2635,3,0,4,0.429582,0.062869,0.796295,0.555407,0.0
2026-08-04T04:00:00+00:00,nifty50,8,8,2234,4,3,1,0.373368,-0.065388,0.812123,0.552249,0.0
2026-08-04T04:00:00+00:00,sensex,8,8,2063,2,5,1,-0.373522,-0.96758,0.220536,0.521188,0.0
2026-08-04T04:15:00+00:00,banknifty,8,8,2714,2,2,4,-0.007491,-0.49491,0.479929,0.542516,0.0
2026-08-04T04:15:00+00:00,intraday,10,10,3744,2,0,8,0.201318,-0.047215,0.449851,0.612793,0.0
2026-08-04T04:15:00+00:00,nifty50,9,9,2377,3,3,3,0.218359,-0.152072,0.58879,0.577164,0.0
2026-08-04T04:15:00+00:00,sensex,8,8,2704,5,2,1,0.183112,-0.406813,0.773036,0.522015,0.25
2026-08-04T04:30:00+00:00,banknifty,16,16,4469,6,3,7,0.190481,-0.16528,0.546242,0.658848,0.0
2026-08-04T04:30:00+00:00,intraday,5,5,2011,3,0,2,0.599858,0.170418,1.0,0.520362,0.0
2026-08-04T04:30:00+00:00,nifty50,5,5,1606,3,1,1,0.531107,0.02085,1.0,0.504198,0.0
2026-08-04T04:30:00+00:00,sensex,5,5,1862,3,2,0,-0.207719,-0.98793,0.572491,0.450208,0.4
2026-08-04T04:45:00+00:00,banknifty,13,12,4086,4,5,4,-0.068098,-0.518645,0.38245,0.579217,0.0
2026-08-04T04:45:00+00:00,intraday,8,8,3149,5,0,3,0.674187,0.34941,0.998964,0.575045,0.125
2026-08-04T04:45:00+00:00,nifty50,5,5,1578,1,3,1,-0.021394,-0.45972,0.416932,0.518585,0.0
2026-08-04T04:45:00+00:00,sensex,11,10,4055,2,4,5,-0.16491,-0.586631,0.25681,0.557588,0.0
2026-08-04T05:00:00+00:00,banknifty,9,9,3308,5,2,2,0.333512,-0.200541,0.867565,0.544439,0.0
2026-08-04T05:00:00+00:00,intraday,8,8,2496,1,0,7,0.154682,-0.095895,0.405259,0.589885,0.25
2026-08-04T05:00:00+00:00,nifty50,7,7,1852,2,3,2,0.136336,-0.2765,0.549173,0.546183,0.0
2026-08-04T05:00:00+00:00,sensex,5,5,1914,2,1,2,0.028628,-0.570207,0.627463,0.486483,0.2
2026-08-04T05:15:00+00:00,banknifty,5,5,1586,2,1,2,0.197534,-0.464242,0.85931,0.473895,0.0
2026-08-04T05:15:00+00:00,intraday,7,7,2725,2,0,5,0.314478,-0.029486,0.658442,0.559957,0.142857
2026-08-04T05:15:00+00:00,nifty50,5,5,1641,2,2,1,0.263344,-0.272033,0.798722,0.499175,0.0
2026-08-04T05:15:00+00:00,sensex,9,9,2884,2,4,3,-0.207567,-0.721702,0.306567,0.548423,0.0
2026-08-04T05:30:00+00:00,banknifty,6,6,1626,1,4,1,-0.508545,-1.0,0.100458,0.495699,0.0
2026-08-04T05:30:00+00:00,intraday,4,3,1331,2,0,2,0.499297,0.009297,0.989296,0.4095,0.0
2026-08-04T05:30:00+00:00,nifty50,2,2,458,0,2,0,-0.333333,-0.333333,-0.333333,0.5725,0.0
2026-08-04T05:30:00+00:00,sensex,6,6,1745,5,0,1,0.766817,0.443106,1.0,0.552758,0.166667
2026-08-04T05:45:00+00:00,banknifty,10,10,3991,3,2,5,0.099047,-0.335665,0.53376,0.575558,0.0
2026-08-04T05:45:00+00:00,intraday,6,6,2101,2,0,4,0.374884,-0.012471,0.762239,0.540029,0.166667
2026-08-04T05:45:00+00:00,nifty50,3,3,782,1,0,2,0.332379,-0.200682,0.865441,0.477138,0.0
2026-08-04T05:45:00+00:00,sensex,9,9,2722,5,4,0,0.105814,-0.543851,0.75548,0.521317,0.0
2026-08-04T06:00:00+00:00,banknifty,7,7,2080,3,2,2,0.146997,-0.475344,0.769337,0.504282,0.0
2026-08-04T06:00:00+00:00,intraday,8,8,2823,2,0,6,0.271987,-0.036371,0.580344,0.578329,0.125
2026-08-04T06:00:00+00:00,nifty50,8,8,2772,4,1,3,0.454534,0.07287,0.836198,0.563667,0.0
2026-08-04T06:00:00+00:00,sensex,7,7,1489,2,3,2,-0.133498,-0.750404,0.483407,0.505369,0.0
2026-08-04T06:15:00+00:00,intraday,12,12,3554,4,0,8,0.356773,0.085727,0.627819,0.630791,0.083333
2026-08-04T06:15:00+00:00,nifty50,5,5,1534,2,1,2,0.333149,-0.155416,0.821714,0.508537,0.0
2026-08-04T06:15:00+00:00,sensex,9,9,2552,4,1,4,0.251826,-0.173784,0.677436,0.566128,0.111111
2026-08-04T06:30:00+00:00,banknifty,6,6,2265,5,1,0,0.661715,0.061785,1.0,0.497514,0.0
2026-08-04T06:30:00+00:00,intraday,6,6,1828,1,0,5,0.190119,-0.123862,0.504101,0.554704,0.166667
2026-08-04T06:30:00+00:00,nifty50,5,5,1560,2,2,1,0.258988,-0.274519,0.792495,0.499549,0.0
2026-08-04T06:30:00+00:00,sensex,8,8,3375,5,1,2,0.426914,-0.065543,0.919371,0.541509,0.125
2026-08-04T06:45:00+00:00,banknifty,8,8,3136,3,4,1,-0.11913,-0.761595,0.523336,0.511507,0.0
2026-08-04T06:45:00+00:00,intraday,9,9,2096,6,0,3,0.666201,0.358109,0.974293,0.589632,0.0
2026-08-04T06:45:00+00:00,nifty50,4,4,1255,2,2,0,0.346969,-0.306227,1.0,0.464361,0.0
2026-08-04T06:45:00+00:00,sensex,3,3,617,1,0,2,0.322864,-0.206242,0.851971,0.477929,0.0
2026-08-04T07:00:00+00:00,banknifty,10,10,3248,3,1,6,0.19714,-0.175076,0.569356,0.588057,0.0
2026-08-04T07:00:00+00:00,intraday,7,7,1766,3,0,4,0.483468,0.113266,0.853671,0.554709,0.142857
2026-08-04T07:00:00+00:00,nifty50,4,4,1200,2,0,2,0.481921,-0.007758,0.971601,0.497064,0.0
2026-08-04T07:00:00+00:00,sensex,9,9,3820,4,3,2,0.010943,-0.544444,0.56633,0.540173,0.111111
2026-08-04T07:15:00+00:00,banknifty,8,8,2810,1,3,4,-0.249161,-0.708223,0.209901,0.548188,0.0
2026-08-04T07:15:00+00:00,intraday,1,1,469,0,0,1,0.0,0.0,0.0,0.56125,1.0
2026-08-04T07:15:00+00:00,nifty50,8,8,3144,4,3,1,0.370589,-0.068277,0.809455,0.552227,0.0
2026-08-04T07:15:00+00:00,sensex,9,9,3109,5,0,4,0.42074,0.112217,0.729263,0.589545,0.222222
2026-08-04T07:30:00+00:00,banknifty,5,5,1009,3,2,0,0.185257,-0.676108,1.0,0.433977,0.0
2026-08-04T07:30:00+00:00,intraday,5,5,1760,3,0,2,0.689254,0.283593,1.0,0.525118,0.2
2026-08-04T07:30:00+00:00,nifty50,8,8,2526,4,3,1,0.367359,-0.071501,0.806218,0.552228,0.0
2026-08-04T07:30:00+00:00,sensex,4,4,1040,2,2,0,0.002763,-0.977234,0.982759,0.399001,0.0
2026-08-04T07:45:00+00:00,banknifty,4,4,1385,1,1,2,0.002586,-0.691033,0.696204,0.456276,0.0
2026-08-04T07:45:00+00:00,intraday,5,5,1312,3,0,2,0.598119,0.168371,1.0,0.5203,0.0
2026-08-04T07:45:00+00:00,nifty50,5,5,1889,3,1,1,0.544937,0.039909,1.0,0.505244,0.0
2026-08-04T07:45:00+00:00,sensex,9,9,2828,1,4,4,-0.340737,-0.781137,0.099662,0.56317,0.0
2026-08-04T08:00:00+00:00,banknifty,12,12,3453,6,4,2,0.177467,-0.328466,0.683401,0.583813,0.0
2026-08-04T08:00:00+00:00,intraday,7,7,2300,1,0,6,0.157823,-0.112258,0.427904,0.574734,0.142857
2026-08-04T08:00:00+00:00,nifty50,4,4,1131,2,1,1,0.417918,-0.166643,1.0,0.478088,0.0
2026-08-04T08:00:00+00:00,sensex,10,10,2935,2,5,3,-0.407981,-0.835129,0.019167,0.57707,0.1
2026-08-04T08:15:00+00:00,banknifty,1,1,562,0,1,0,-1.0,-1.0,-1.0,0.56125,0.0
2026-08-04T08:15:00+00:00,intraday,2,2,620,0,0,2,0.0,0.0,0.0,0.5725,0.0
2026-08-04T08:15:00+00:00,nifty50,4,4,1548,2,2,0,0.335532,-0.317798,0.988862,0.464334,0.0
2026-08-04T08:15:00+00:00,sensex,7,7,1754,4,1,2,0.342853,-0.189126,0.874831,0.522354,0.142857
